#,Question,correct_query,generated_query,temp_0.2,temp_0.4,temp_0.6
1045,Which is the most common activity in this CES persona,"SELECT activity_id, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_id ORDER BY count DESC LIMIT 1","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name='CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 """
1046,Which is the most common activity in this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1047,Which is the most common activity in this TEST persona,"SELECT activity_id, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_id ORDER BY count DESC LIMIT 1","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND participant_name != 'Virtual Assistant' AND activity_discovered_name IS NOT NULL AND activity_discovered_name NOT LIKE '%Non actionable event%' GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND participant_name != 'Virtual Assistant' AND participant_name != 'System' AND participant_name != 'Unknown' AND agent_type != 0 GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND agent_type != 0 GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_discovered_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' AND participant_name != 'Virtual Assistant' AND participant_name != 'Non Actionable Event' AND activity_discovered_name IS NOT NULL GROUP BY activity_discovered_name ORDER BY count DESC LIMIT 1 """
1048,What is the average cases per day worked on in this LES persona,SELECT COUNT(DISTINCT case_id_value)/COUNT(DISTINCT event_date) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01') + 1) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1049,What is the average cases per day worked on in this CES persona,SELECT COUNT(DISTINCT case_id_value)/COUNT(DISTINCT event_date) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value)/(DATEDIFF('2023-04-30', '2023-04-01')+1) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT(case_id_value))/30 AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1050,What is the average cases per day worked on in this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1051,What is the average cases per day worked on in this TEST persona,SELECT COUNT(DISTINCT case_id_value)/COUNT(DISTINCT event_date) AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT COUNT(DISTINCT case_id_value)/30 AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value)/30 AS avg_cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT(case_id_value))/30 AS cases_per_day FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT COUNT(DISTINCT case_id_value) / COUNT(DISTINCT SUBSTRING(event_time, 1, 10)) FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1052,Which is the most common activity abstraction in this LES persona,"SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 """
1053,Which is the most common activity abstraction in this CES persona,"SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 """
1054,Which is the most common activity abstraction in this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1055,Which is the most common activity abstraction in this TEST persona,"SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 ""","SELECT activity_abstraction_level_name, COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' GROUP BY activity_abstraction_level_name ORDER BY count DESC LIMIT 1 """
1056,What is the average cases switch for LES persona,SELECT SUM(CAST(case_switch AS INT))/count(DISTINCT event_date) AS avg_case_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(CAST(case_switch AS INT)) AS avg_cases_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(CAST(case_switch AS INT)) AS avg_cases_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(CAST(case_switch AS INT)) AS avg_cases_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(CAST(case_switch AS INT)) AS avg_cases_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 """
1057,What is the average cases switch for CES persona,SELECT SUM(CAST(case_switch AS INT))/count(DISTINCT event_date) AS avg_case_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(CAST(case_switch AS INT)) AS avg_cases_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(CAST(case_switch AS INT)) AS avg_cases_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(CAST(case_switch AS INT)) AS avg_cases_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(CAST(case_switch AS int)) AS average_cases_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 """
1058,What is the average cases switch for Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1059,What is the average cases switch for TEST persona,SELECT SUM(CAST(case_switch AS INT))/COUNT(DISTINCT event_date) AS avg_case_switch FROM unum_askskan.events_delta_tb WHERE persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1,"SELECT AVG(CAST(case_switch AS INT)) AS avg_cases_switch FROM unum_askskan.events_delta_tb WHERE persona_id = '615db203fc4e3325b04bbc0f' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(case_switch) FROM unum_askskan.events_delta_tb WHERE persona_id='615db203fc4e3325b04bbc0f' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(case_switch) FROM unum_askskan.events_delta_tb WHERE persona_id='615db203fc4e3325b04bbc0f' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT AVG(case_switch) FROM unum_askskan.events_delta_tb WHERE persona_id='615db203fc4e3325b04bbc0f' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 """
1060,Is there any mainframe application in this LES persona,"SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE agent_type IN (10, 11) AND persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
1061,Is there any mainframe application in this CES persona,"SELECT COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE agent_type IN (10,11) AND persona_name = 'CES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT DISTINCT app_name FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_name = 'CES' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 """
1062,Is there any mainframe application in this Do Not Use persona,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated
1063,Is there any mainframe application in this TEST persona,"SELECT COUNT(*) AS count FROM unum_askskan.events_delta_tb WHERE agent_type IN (10, 11) AND persona_name = 'TEST' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 1","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_id = 'TEST' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_id='TEST' AND agent_type IN (10, 11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 ""","SELECT COUNT(*) FROM unum_askskan.events_delta_tb WHERE persona_id='TEST' AND agent_type IN (10,11) AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' LIMIT 10 """
1064,When is first  event for the day for this LES persona,"SELECT time as first_event_time,COUNT(date) as cnt FROM(SELECT event_date as date,MIN(SUBSTRING(event_time,12,8)) as time FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <='2023-04-30' GROUP BY date ORDER BY time) GROUP BY first_event_time ORDER BY cnt DESC LIMIT 1","SELECT MIN(event_time) AS first_event FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MIN(event_time) AS first_event FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MIN(event_time) FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' ""","SELECT MIN(event_time) AS first_event FROM unum_askskan.events_delta_tb WHERE persona_name = 'LES' AND event_date >= '2023-04-01' AND event_date <= '2023-04-30' """
